// 16/07/2025 11.27.31
// ReaderName=Speedwayr-15-32-c2, AntennaIDs=1, InventoryMode=DualTarget, ModeIndex=1003, Population=32, PowerInDbm=31,5, Session=2
// Timestamp, EPC, TID, Antenna, RSSI, Frequency, Hostname, PhaseAngle, DopplerFrequency
2025-07-16T11:41:04.0444200+03:00,60820101D7224204EA5FEA78,,1,-62,"865,7",Speedwayr-15-32-c2,"6,019340611663256",
2025-07-16T11:41:04.0570020+03:00,A70000000000000000000000,,1,"-67,5","865,7",Speedwayr-15-32-c2,"5,307573526084319",
2025-07-16T11:41:04.0748640+03:00,A60000000000000000000000,,1,-70,"865,7",Speedwayr-15-32-c2,"4,4362724385652745",
2025-07-16T11:41:04.0847130+03:00,A80000000000000000000000,,1,-66,"865,7",Speedwayr-15-32-c2,"2,2334760271614935",
2025-07-16T11:41:04.0860310+03:00,A70000000000000000000000,,1,-67,"865,7",Speedwayr-15-32-c2,"5,313709449235861",
2025-07-16T11:41:04.0872740+03:00,60820101D7224204EA5FEA78,,1,"-63,5","865,7",Speedwayr-15-32-c2,"5,8475347634200645",
2025-07-16T11:41:04.1008700+03:00,A60000000000000000000000,,1,-69,"865,7",Speedwayr-15-32-c2,"4,270602513473625",
2025-07-16T11:41:04.1099660+03:00,60820101D7224204EA5FEA78,,1,-62,"865,7",Speedwayr-15-32-c2,"6,191146459906448",
2025-07-16T11:41:04.1265370+03:00,A80000000000000000000000,,1,"-67,5","865,7",Speedwayr-15-32-c2,"2,5034566458293663",
2025-07-16T11:41:04.1275950+03:00,A70000000000000000000000,,1,"-66,5","865,7",Speedwayr-15-32-c2,"5,43029198911517",
2025-07-16T11:41:04.1473790+03:00,A60000000000000000000000,,1,-72,"865,7",Speedwayr-15-32-c2,"4,589670517353839",
2025-07-16T11:41:04.1566290+03:00,60820101D7224204EA5FEA78,,1,-64,"865,7",Speedwayr-15-32-c2,"5,957981380147831",
2025-07-16T11:41:04.1589040+03:00,A80000000000000000000000,,1,"-67,5","865,7",Speedwayr-15-32-c2,"2,2334760271614935",
2025-07-16T11:41:04.1652630+03:00,A70000000000000000000000,,1,-65,"865,7",Speedwayr-15-32-c2,"5,5100589900852235",
2025-07-16T11:41:04.1831660+03:00,60820101D7224204EA5FEA78,,1,-64,"865,7",Speedwayr-15-32-c2,"0,37429131224409645",
2025-07-16T11:41:04.1875490+03:00,A70000000000000000000000,,1,"-68,5","865,7",Speedwayr-15-32-c2,"5,743224069843841",
2025-07-16T11:41:04.1978660+03:00,A60000000000000000000000,,1,-68,"865,7",Speedwayr-15-32-c2,"1,533980787885641",
2025-07-16T11:41:04.2002150+03:00,A80000000000000000000000,,1,"-66,5","865,7",Speedwayr-15-32-c2,"2,730485802436441",
2025-07-16T11:41:04.2166860+03:00,A80000000000000000000000,,1,-67,"865,7",Speedwayr-15-32-c2,"2,8838838812250054",
2025-07-16T11:41:04.2203790+03:00,60820101D7224204EA5FEA78,,1,"-62,5","865,7",Speedwayr-15-32-c2,"6,1850105367549055",
2025-07-16T11:41:04.2263900+03:00,A70000000000000000000000,,1,-67,"865,7",Speedwayr-15-32-c2,"5,589825991055276",
2025-07-16T11:41:04.2284060+03:00,A60000000000000000000000,,1,"-70,5","865,7",Speedwayr-15-32-c2,"1,4726215563702154",
2025-07-16T11:41:04.2442950+03:00,60820101D7224204EA5FEA78,,1,"-63,5","865,7",Speedwayr-15-32-c2,"6,068427996875596",
2025-07-16T11:41:04.2467480+03:00,A70000000000000000000000,,1,-68,"865,7",Speedwayr-15-32-c2,"5,675728915176872",
2025-07-16T11:41:04.2578710+03:00,A80000000000000000000000,,1,-68,"865,7",Speedwayr-15-32-c2,"5,838330878692751",
2025-07-16T11:41:04.2633000+03:00,A60000000000000000000000,,1,-69,"865,7",Speedwayr-15-32-c2,"5,046796792143759",
2025-07-16T11:41:04.2672170+03:00,A70000000000000000000000,,1,"-67,5","865,7",Speedwayr-15-32-c2,"5,743224069843841",
2025-07-16T11:41:04.2706780+03:00,60820101D7224204EA5FEA78,,1,-61,"865,7",Speedwayr-15-32-c2,"6,019340611663256",
2025-07-16T11:41:04.2806040+03:00,A80000000000000000000000,,1,"-67,5","865,7",Speedwayr-15-32-c2,"2,5586799541932495",
2025-07-16T11:41:04.3004500+03:00,A60000000000000000000000,,1,-69,"865,7",Speedwayr-15-32-c2,"5,203262832508095",
2025-07-16T11:41:04.3186730+03:00,A60000000000000000000000,,1,-71,"865,7",Speedwayr-15-32-c2,"2,030990563160589",
2025-07-16T11:41:04.3242350+03:00,60820101D7224204EA5FEA78,,1,"-63,5","865,7",Speedwayr-15-32-c2,"6,086835766330224",
2025-07-16T11:41:04.3263220+03:00,A70000000000000000000000,,1,"-67,5","865,7",Speedwayr-15-32-c2,"5,915029918087033",
2025-07-16T11:41:04.3383080+03:00,A80000000000000000000000,,1,"-66,5","865,7",Speedwayr-15-32-c2,"3,129320807286708",
2025-07-16T11:41:04.3574040+03:00,60820101D7224204EA5FEA78,,1,"-63,5","865,7",Speedwayr-15-32-c2,"6,14819499784565",
2025-07-16T11:41:04.3667660+03:00,A70000000000000000000000,,1,"-66,5","865,7",Speedwayr-15-32-c2,"6,240233845118788",
2025-07-16T11:41:04.3948250+03:00,A80000000000000000000000,,1,-69,"865,7",Speedwayr-15-32-c2,"0,09510680884890975",
2025-07-16T11:41:04.3973400+03:00,A60000000000000000000000,,1,-71,"865,7",Speedwayr-15-32-c2,"5,54994249057025",
2025-07-16T11:41:04.4020980+03:00,60820101D7224204EA5FEA78,,1,-63,"865,7",Speedwayr-15-32-c2,"6,043884304269426",
2025-07-16T11:41:04.4323860+03:00,A70000000000000000000000,,1,"-65,5","865,7",Speedwayr-15-32-c2,"0,21168934872821848",
2025-07-16T11:41:04.4463210+03:00,60820101D7224204EA5FEA78,,1,-64,"865,7",Speedwayr-15-32-c2,"6,013204688511713",
2025-07-16T11:41:04.4473780+03:00,A70000000000000000000000,,1,"-65,5","865,7",Speedwayr-15-32-c2,"0,23316507975861744",
2025-07-16T11:41:04.4768280+03:00,A60000000000000000000000,,1,-71,"865,7",Speedwayr-15-32-c2,"5,924233802814347",
2025-07-16T11:41:04.4877320+03:00,60820101D7224204EA5FEA78,,1,"-63,5","865,7",Speedwayr-15-32-c2,"6,025476534814799",
2025-07-16T11:41:04.4952440+03:00,A70000000000000000000000,,1,-65,"865,7",Speedwayr-15-32-c2,"0,2270291566070749",
2025-07-16T11:41:04.5285550+03:00,60820101D7224204EA5FEA78,,1,-64,"865,7",Speedwayr-15-32-c2,"5,976389149602458",
2025-07-16T11:41:04.5310590+03:00,A70000000000000000000000,,1,"-65,5","865,7",Speedwayr-15-32-c2,"1,0615147052168636",
2025-07-16T11:41:04.5487310+03:00,60820101D7224204EA5FEA78,,1,"-63,5","865,7",Speedwayr-15-32-c2,"5,6573211457222445",
2025-07-16T11:41:04.5507350+03:00,A70000000000000000000000,,1,"-61,5","865,7",Speedwayr-15-32-c2,"0,2086213871524472",
2025-07-16T11:41:04.5686580+03:00,A60000000000000000000000,,1,"-73,5","865,7",Speedwayr-15-32-c2,"0,16873788666742054",
2025-07-16T11:41:04.5778650+03:00,60820101D7224204EA5FEA78,,1,-64,"865,7",Speedwayr-15-32-c2,"5,700272607783043",
2025-07-16T11:41:04.5790740+03:00,A70000000000000000000000,,1,"-65,5","865,7",Speedwayr-15-32-c2,"0,3865631585471816",
2025-07-16T11:41:04.5963120+03:00,A70000000000000000000000,,1,"-65,5","865,7",Speedwayr-15-32-c2,"0,3374757733348411",
2025-07-16T11:41:04.5974080+03:00,60820101D7224204EA5FEA78,,1,"-64,5","865,7",Speedwayr-15-32-c2,"6,0991076126333095",
2025-07-16T11:41:04.6288330+03:00,A80000000000000000000000,,1,"-72,5","865,7",Speedwayr-15-32-c2,"5,184855063053467",
2025-07-16T11:41:04.6362250+03:00,60820101D7224204EA5FEA78,,1,-64,"865,7",Speedwayr-15-32-c2,"6,086835766330224",
2025-07-16T11:41:04.6382850+03:00,A70000000000000000000000,,1,"-64,5","865,7",Speedwayr-15-32-c2,"0,4356505437595221",
2025-07-16T11:41:04.6465210+03:00,A80000000000000000000000,,1,-72,"865,7",Speedwayr-15-32-c2,"5,329049257114717",
2025-07-16T11:41:04.6560200+03:00,A70000000000000000000000,,1,"-65,5","865,7",Speedwayr-15-32-c2,"0,4970097752749477",
2025-07-16T11:41:04.6589860+03:00,60820101D7224204EA5FEA78,,1,-63,"865,7",Speedwayr-15-32-c2,"6,007068765360171",
2025-07-16T11:41:04.6925130+03:00,A70000000000000000000000,,1,-65,"865,7",Speedwayr-15-32-c2,"0,2945243112740431",
2025-07-16T11:41:04.6961290+03:00,60820101D7224204EA5FEA78,,1,"-64,5","865,7",Speedwayr-15-32-c2,"5,724816300389213",
2025-07-16T11:41:04.6981070+03:00,A80000000000000000000000,,1,"-69,5","865,7",Speedwayr-15-32-c2,"2,1475731030398975",
2025-07-16T11:41:04.7168530+03:00,A70000000000000000000000,,1,"-65,5","865,7",Speedwayr-15-32-c2,"0,23316507975861744",
2025-07-16T11:41:04.7183850+03:00,60820101D7224204EA5FEA78,,1,-64,"865,7",Speedwayr-15-32-c2,"6,080699843178682",
2025-07-16T11:41:04.7265320+03:00,A80000000000000000000000,,1,"-67,5","865,7",Speedwayr-15-32-c2,"1,9941750242513334",
2025-07-16T11:41:04.7446190+03:00,60820101D7224204EA5FEA78,,1,-64,"865,7",Speedwayr-15-32-c2,"6,178874613603362",
2025-07-16T11:41:04.7475650+03:00,A80000000000000000000000,,1,-69,"865,7",Speedwayr-15-32-c2,"1,7548740213411735",
2025-07-16T11:41:04.7553580+03:00,A70000000000000000000000,,1,-66,"865,7",Speedwayr-15-32-c2,"0,02454369260617026",
2025-07-16T11:41:04.7777470+03:00,60820101D7224204EA5FEA78,,1,-64,"865,7",Speedwayr-15-32-c2,"0,11658253987930872",
2025-07-16T11:41:04.7789730+03:00,A80000000000000000000000,,1,-70,"865,7",Speedwayr-15-32-c2,"2,030990563160589",
